TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.bcel.classfile.ConstantInvokeDynamic,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,48,46
