TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.jtetris.models.elements.ReverseL,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,10,10
