TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.ta4j.core.indicators.WMAIndicator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5879015435961619,201,45
