TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.bcel.classfile.ArrayElementValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8666358784893267,142,116
org.apache.bcel.classfile.ArrayElementValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7070504926108375,143,97
