"Mutant","Mutant Type","Status "," #Tests "," #Fails "
"S.java-IHI-1","IHI","live","1","0"
"S.java-IHI-2","IHI","live","1","0"
"S.java-IHI-3","IHI","killed","1","1"
"S.java-IHI-4","IHI","live","1","0"
"S.java-IHI-5","IHI","live","1","0"
"S.java-org-1","org","live","1","0"
"SwithPolygon-IOD-1","IOD","live","1","0"
"SwithPolygon-IOR-1","IOR","live","1","0"
"SwithPolygon-IPC-1","IPC","killed","1","1"
