TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.validator.routines.LongValidator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9910714285714286,238,231
