TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.bcel.classfile.ConstantFieldref,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,29,29
