TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.commons.collections4.map.PredicatedSortedMap,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9305555555555556,112,92
