TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.ta4j.core.indicators.helpers.ClosePriceIndicator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6
